,u_x,u_y,u_z,sos,Time-stamp,t,V,Uxy,Theta,Turb_intensity
44,3.93,1.06,1.87,340.97,2017-03-27 06:52:27,11,4.47944192953,4.07044223642,24.6745015511,16.3733840829
45,4.15,1.59,2.06,341.03,2017-03-27 06:52:27,11,4.89838748978,4.44416471342,24.8690988051,16.3733840829
46,3.67,2.04,2.11,341.04,2017-03-27 06:52:27,11,4.69921270002,4.19886889531,26.6802730742,16.3733840829
47,3.88,2.02,2.39,341.08,2017-03-27 06:52:28,12,4.98466648834,4.37433423506,28.650818258,17.3843450209
48,3.76,1.7,2.13,340.99,2017-03-27 06:52:28,12,4.64375925302,4.12645125986,27.3019700902,17.3843450209
49,3.94,-0.32,2.05,340.96,2017-03-27 06:52:28,12,4.45292039004,3.95297356429,27.411116532,17.3843450209
50,4.68,-0.77,1.77,340.98,2017-03-27 06:52:28,12,5.06243024643,4.74292104088,20.4649578998,17.3843450209
51,4.46,-0.51,2.13,341.0,2017-03-27 06:52:29,13,4.96876242137,4.48906449051,-25.3837029323,18.0182876038
52,4.74,-0.3,1.87,341.06,2017-03-27 06:52:29,13,5.10436088066,4.74948418252,-21.4908974502,18.0182876038
53,4.8,0.03,1.76,341.05,2017-03-27 06:52:29,13,5.11258251767,4.80009374908,20.1359417444,18.0182876038
54,4.41,-0.11,1.46,341.1,2017-03-27 06:52:29,13,4.64669775217,4.41137166877,-18.3126235597,18.0182876038
55,4.78,-0.26,1.12,341.09,2017-03-27 06:52:30,14,4.91634010215,4.78706590721,-13.1682739681,17.8982168564
56,5.17,-0.87,1.51,341.1,2017-03-27 06:52:30,14,5.45581341323,5.24269014915,16.0674625456,17.8982168564
57,4.64,-0.69,1.39,341.15,2017-03-27 06:52:30,14,4.89262710617,4.69102334251,-16.5051154384,17.8982168564
58,5.0,-1.11,0.82,341.04,2017-03-27 06:52:30,14,5.18695479063,5.12172822395,9.09598677104,17.8982168564
59,4.28,-1.41,0.54,341.1,2017-03-27 06:52:31,15,4.53851297233,4.50627340493,-6.83333738943,18.2051670752
60,4.46,-2.27,0.62,341.11,2017-03-27 06:52:31,15,5.04270760604,5.00444802151,-7.06237592502,18.2051670752
61,4.4,-2.31,0.64,341.15,2017-03-27 06:52:31,15,5.01055885107,4.96951707915,7.33845251111,18.2051670752
62,4.43,-1.92,0.16,341.12,2017-03-27 06:52:31,15,4.83082808636,4.82817771007,1.89801860896,18.2051670752
63,3.93,-1.08,-0.36,341.07,2017-03-27 06:52:32,16,4.09156449295,4.07569625954,-5.04774816217,18.3692832204
64,3.35,-1.63,0.91,341.11,2017-03-27 06:52:32,16,3.83503585381,3.72550667695,-13.7264081733,18.3692832204
65,2.85,-2.4,0.79,341.1,2017-03-27 06:52:32,16,3.8087530768,3.72592270451,11.9710225394,18.3692832204
66,2.24,-2.65,1.97,341.11,2017-03-27 06:52:32,16,3.99011278036,3.46988472431,29.5854061228,18.3692832204
67,2.79,-2.34,1.37,341.11,2017-03-27 06:52:33,17,3.89057836317,3.64138709835,-20.617818324,18.3012732145
68,2.31,-2.41,1.8,341.06,2017-03-27 06:52:33,17,3.79265078804,3.33829297696,28.333445472,18.3012732145
69,0.88,-2.14,2.33,341.01,2017-03-27 06:52:33,17,3.28373263223,2.31387121509,45.1989950939,18.3012732145
70,0.69,-2.21,1.41,341.12,2017-03-27 06:52:33,17,2.71077479699,2.31521057358,31.3420783725,18.3012732145
71,1.9,-2.21,1.54,341.08,2017-03-27 06:52:34,18,3.29631612562,2.91446393013,-27.8519308181,19.1542232859
72,2.12,-1.94,1.52,341.07,2017-03-27 06:52:34,18,3.25090756559,2.87367360708,27.8761398943,19.1542232859
73,2.44,-2.01,1.72,341.14,2017-03-27 06:52:34,18,3.59890261052,3.16128138577,28.5498677387,19.1542232859
74,2.7,-1.7,1.62,341.11,2017-03-27 06:52:34,18,3.57832362986,3.19061122671,26.9187136759,19.1542232859
75,3.3,-1.48,1.77,341.09,2017-03-27 06:52:35,19,4.02657422631,3.61668356371,26.0770628213,18.8853566591
76,3.03,-2.44,1.89,341.08,2017-03-27 06:52:35,19,4.32511271529,3.89030847106,25.9115317802,18.8853566591
77,3.44,-1.55,1.67,341.1,2017-03-27 06:52:35,19,4.12613620716,3.77307566847,-23.8746474103,18.8853566591
78,2.86,-0.79,1.73,341.1,2017-03-27 06:52:35,19,3.43461788268,2.96710296417,30.2447646256,18.8853566591
79,3.58,-1.12,2.04,341.01,2017-03-27 06:52:36,20,4.26994145159,3.75110650342,-28.5390955971,18.7001130956
80,2.5,0.31,1.43,341.06,2017-03-27 06:52:36,20,2.89672228562,2.51914668092,29.5815206937,18.7001130956
81,3.78,0.94,1.55,341.0,2017-03-27 06:52:36,20,4.19219512905,3.89512515845,21.6992563562,18.7001130956
82,2.9,-0.45,1.72,341.07,2017-03-27 06:52:36,20,3.4016025635,2.93470611817,-30.3741132861,18.7001130956
83,3.47,0.68,1.15,341.04,2017-03-27 06:52:37,21,3.71830606594,3.53600056561,18.0158825814,18.8312412071
84,2.7,-0.11,1.82,341.14,2017-03-27 06:52:37,21,3.25799017801,2.70223981171,33.9608716075,18.8312412071
85,2.73,-0.62,2.32,341.06,2017-03-27 06:52:37,21,3.63589053741,2.79951781562,39.6490229035,18.8312412071
86,3.42,0.27,1.64,341.04,2017-03-27 06:52:37,21,3.8024860289,3.43064133946,25.5498855722,18.8312412071
87,3.18,0.34,2.13,341.02,2017-03-27 06:52:38,22,3.84251219907,3.19812445036,33.6642247394,19.1966931286
88,3.56,-0.18,1.73,341.01,2017-03-27 06:52:38,22,3.96218374132,3.56454765714,25.8889255406,19.1966931286
89,3.87,-0.72,2.0,340.98,2017-03-27 06:52:38,22,4.41534823089,3.93640699115,26.9341010377,19.1966931286
90,1.92,-0.35,2.65,341.06,2017-03-27 06:52:38,22,3.2911092355,1.95164033572,53.6295408816,19.1966931286
91,0.72,-0.75,1.72,341.04,2017-03-27 06:52:39,23,2.00980098517,1.03966340707,58.8489067995,19.7275053027
92,2.05,-0.45,2.28,341.05,2017-03-27 06:52:39,23,3.09893530103,2.09880918618,47.369491208,19.7275053027
93,2.39,1.44,2.87,340.96,2017-03-27 06:52:39,23,4.00282400313,2.79028672362,45.8068376444,19.7275053027
94,4.1,1.35,1.83,341.05,2017-03-27 06:52:39,23,4.6884325739,4.31653796462,22.9745581776,19.7275053027
95,3.47,0.76,1.45,340.98,2017-03-27 06:52:40,24,3.83679553795,3.55225280632,22.2048735018,20.1340470487
96,3.49,0.96,1.78,341.06,2017-03-27 06:52:40,24,4.03362120185,3.61962705261,26.1862694454,20.1340470487
97,2.89,1.31,2.24,341.07,2017-03-27 06:52:40,24,3.88404428399,3.17304270378,35.22006535,20.1340470487
98,3.57,2.03,2.16,340.99,2017-03-27 06:52:40,24,4.64019396146,4.10679924028,27.7424424418,20.1340470487
99,4.17,1.62,1.77,341.17,2017-03-27 06:52:41,25,4.81104978149,4.47362269308,21.5863523752,19.8497440506
100,3.81,1.02,2.12,341.18,2017-03-27 06:52:41,25,4.47782313184,3.9441729171,28.2581091516,19.8497440506
101,2.52,2.17,2.48,341.08,2017-03-27 06:52:41,25,4.14845754468,3.32555258566,36.7133934824,19.8497440506
102,2.52,0.69,2.12,341.05,2017-03-27 06:52:41,25,3.36465451421,2.61275716438,39.055991786,19.8497440506
103,2.72,0.79,1.59,341.12,2017-03-27 06:52:42,26,3.24816871483,2.83240180765,29.308156502,19.5922768759
104,2.93,0.59,1.29,341.19,2017-03-27 06:52:42,26,3.25531872479,2.98881247321,23.3454889302,19.5922768759
105,3.08,-0.66,2.3,341.08,2017-03-27 06:52:42,26,3.90025640183,3.14992063392,36.136064142,19.5922768759
106,3.08,0.28,2.03,341.14,2017-03-27 06:52:42,26,3.69941887328,3.09270108481,33.2802604973,19.5922768759
107,2.85,0.64,1.88,341.04,2017-03-27 06:52:43,27,3.47368680223,2.92097586433,32.7661638528,19.3118057417
108,2.25,-0.25,1.77,341.12,2017-03-27 06:52:43,27,2.87365620769,2.26384628453,38.0202591022,19.3118057417
109,3.05,-0.76,2.19,341.06,2017-03-27 06:52:43,27,3.83095288407,3.14326263618,34.8660178693,19.3118057417
110,2.48,-0.29,1.71,341.09,2017-03-27 06:52:43,27,3.02631789474,2.49689807561,34.405283275,19.3118057417
111,2.09,0.22,2.33,340.96,2017-03-27 06:52:44,28,3.13773803878,2.1015470492,47.951071699,19.1990512075
112,0.72,1.52,1.77,341.05,2017-03-27 06:52:44,28,2.44165927189,1.68190368333,46.4619329394,19.1990512075
113,3.55,1.86,1.74,341.18,2017-03-27 06:52:44,28,4.36917612371,4.00775498253,23.4684743179,19.1990512075
114,4.07,3.36,2.06,341.14,2017-03-27 06:52:44,28,5.66551851113,5.27773625715,21.3216393317,19.1990512075
115,4.4,1.46,2.65,341.27,2017-03-27 06:52:45,29,5.33985954871,4.63590336396,29.7533809665,18.9728481781
116,2.95,2.23,2.28,341.25,2017-03-27 06:52:45,29,4.34439869257,3.69802650072,31.6557032183,18.9728481781
117,4.51,2.89,3.45,341.16,2017-03-27 06:52:45,29,6.37139702106,5.35651005786,32.784616311,18.9728481781
118,3.89,1.87,3.74,341.17,2017-03-27 06:52:45,29,5.71109446604,4.31613252809,40.9094690584,18.9728481781
119,3.17,0.88,2.79,341.35,2017-03-27 06:52:46,30,4.31362956221,3.28987841721,40.2997994843,18.7595602241
120,3.08,2.05,2.66,341.16,2017-03-27 06:52:46,30,4.55680809339,3.69985134837,35.7141635283,18.7595602241
121,3.33,2.85,2.67,341.19,2017-03-27 06:52:46,30,5.132280195,4.38308110808,31.3481235096,18.7595602241
122,3.16,2.37,1.75,341.19,2017-03-27 06:52:46,30,4.32030091545,3.95,23.8951614151,18.7595602241
123,3.34,2.03,2.14,341.15,2017-03-27 06:52:47,31,4.45601840212,3.90851634255,28.701689582,18.7544104927
124,4.06,1.42,1.12,341.12,2017-03-27 06:52:47,31,4.44459221977,4.30116263352,14.5953974339,18.7544104927
125,3.65,0.65,1.46,341.13,2017-03-27 06:52:47,31,3.98454514343,3.70742498238,21.4947348762,18.7544104927
126,3.08,1.62,1.49,341.23,2017-03-27 06:52:47,31,3.78561751898,3.48005747079,23.1783744838,18.7544104927
127,3.12,1.87,1.7,341.15,2017-03-27 06:52:48,32,4.01513387074,3.63748539516,25.0493095951,18.5906760362
128,3.12,2.09,2.23,341.04,2017-03-27 06:52:48,32,4.367539353,3.75532954613,30.7028029284,18.5906760362
129,3.39,2.0,1.54,341.07,2017-03-27 06:52:48,32,4.22654705404,3.93600050813,21.3684242665,18.5906760362
130,4.04,2.04,1.3,341.14,2017-03-27 06:52:48,32,4.7088427453,4.52583693917,16.0261663685,18.5906760362
131,4.12,1.46,1.44,341.09,2017-03-27 06:52:49,33,4.60212994167,4.37104106592,18.2340005021,18.6890314204
132,2.48,1.72,2.37,341.1,2017-03-27 06:52:49,33,3.83740797935,3.01807885914,38.141404337,18.6890314204
133,3.2,1.45,1.52,341.14,2017-03-27 06:52:49,33,3.82791065726,3.51318943412,23.3959774951,18.6890314204
134,2.11,1.82,1.98,341.09,2017-03-27 06:52:49,33,3.41831829998,2.7864852413,35.3965571803,18.6890314204
135,3.39,1.73,2.03,341.12,2017-03-27 06:52:50,34,4.31345569121,3.8059164468,28.0745719234,18.6182672093
136,3.77,1.56,1.51,341.1,2017-03-27 06:52:50,34,4.35047123884,4.08001225488,20.3093583663,18.6182672093
137,3.85,2.5,1.82,341.16,2017-03-27 06:52:50,34,4.93810692472,4.59047927781,21.6269773233,18.6182672093
138,3.09,0.84,2.16,341.25,2017-03-27 06:52:50,34,3.86255097054,3.2021399095,34.0015908126,18.6182672093
139,3.18,1.65,2.37,341.13,2017-03-27 06:52:51,35,4.29555584296,3.58258286715,33.4859868385,18.459591513
140,3.75,1.12,2.54,341.24,2017-03-27 06:52:51,35,4.66567251315,3.91368113162,32.9837866821,18.459591513
141,3.58,1.59,2.49,341.23,2017-03-27 06:52:51,35,4.64161609787,3.91720563668,32.442374156,18.459591513
142,3.15,1.22,1.55,341.25,2017-03-27 06:52:51,35,3.71663826596,3.37800236826,24.6480743619,18.459591513
143,3.96,0.93,2.46,341.39,2017-03-27 06:52:52,36,4.7537458914,4.06773892968,31.1638109377,18.3842587725
144,3.49,0.3,2.76,341.47,2017-03-27 06:52:52,36,4.45956275884,3.50287025167,38.2354684581,18.3842587725
145,3.08,0.73,0.12,341.5,2017-03-27 06:52:52,36,3.16760161637,3.16532778713,2.1710871548,18.3842587725
146,3.04,0.64,1.5,341.44,2017-03-27 06:52:52,36,3.44981158906,3.10663805423,25.7729725424,18.3842587725
147,3.54,1.17,1.94,341.46,2017-03-27 06:52:53,37,4.20286806836,3.72833743108,27.4897262142,18.2643182103
148,2.92,0.47,1.93,341.37,2017-03-27 06:52:53,37,3.53160020387,2.95758347304,33.126850113,18.2643182103
149,3.12,0.81,2.43,341.37,2017-03-27 06:52:53,37,4.03675612342,3.22342985033,37.0110110408,18.2643182103
150,3.58,0.89,2.08,341.3,2017-03-27 06:52:53,37,4.23496162911,3.68897004596,29.416173989,18.2643182103
151,3.16,1.02,2.06,341.38,2017-03-27 06:52:54,38,3.90763355498,3.32054212441,31.8146629795,18.2209737862
152,4.13,0.57,1.52,341.21,2017-03-27 06:52:54,38,4.43758943572,4.16914859414,20.0309873088,18.2209737862
153,4.38,-0.19,4.44,341.14,2017-03-27 06:52:54,38,6.23971954498,4.38411906773,45.3628349471,18.2209737862
154,3.64,2.36,1.31,341.2,2017-03-27 06:52:54,38,4.53158912524,4.33811018763,16.8029934941,18.2209737862
155,3.57,1.12,2.32,341.21,2017-03-27 06:52:55,39,4.40246521849,3.74156384417,31.8014614713,18.0454684314
156,1.44,1.8,2.32,341.09,2017-03-27 06:52:55,39,3.27047397177,2.30512472548,45.1842734113,18.0454684314
157,2.76,2.07,1.74,341.16,2017-03-27 06:52:55,39,3.86394875742,3.45,26.7639940564,18.0454684314
158,2.84,1.16,2.39,341.19,2017-03-27 06:52:55,39,3.88886873011,3.06776791821,37.9210175099,18.0454684314
159,3.83,1.53,3.05,341.15,2017-03-27 06:52:56,40,5.12955163733,4.12429387896,36.4836859899,17.8879859422
160,3.91,1.94,1.84,341.16,2017-03-27 06:52:56,40,4.73680271913,4.36482531151,22.8579435944,17.8879859422
161,3.6,1.07,1.7,341.2,2017-03-27 06:52:56,40,4.12248711338,3.75564907839,24.3539540888,17.8879859422
162,4.41,0.99,1.6,341.14,2017-03-27 06:52:56,40,4.79460113044,4.51975663062,19.4940323827,17.8879859422
163,4.71,1.85,1.94,341.21,2017-03-27 06:52:57,41,5.4194280141,5.060296434,20.9756622669,17.8098196925
164,4.5,1.49,2.11,341.11,2017-03-27 06:52:57,41,5.18866071352,4.74026370574,23.9949421895,17.8098196925
165,3.82,2.02,2.05,341.24,2017-03-27 06:52:57,41,4.78281297983,4.32120353605,25.3798904092,17.8098196925
166,3.57,1.23,2.42,341.15,2017-03-27 06:52:57,41,4.48488572876,3.77595021154,32.6557404642,17.8098196925
167,4.54,1.73,1.95,341.02,2017-03-27 06:52:58,42,5.23516952925,4.85844625369,21.868694644,17.6521352029
168,3.87,1.25,1.68,341.1,2017-03-27 06:52:58,42,4.4002045407,4.06686611533,22.4452503075,17.6521352029
169,3.92,0.59,1.7,341.23,2017-03-27 06:52:58,42,4.31329340528,3.96415186389,23.2117495723,17.6521352029
170,4.27,0.51,2.85,341.19,2017-03-27 06:52:58,42,5.159021225,4.30034882306,33.533906744,17.6521352029
171,3.67,0.72,2.68,341.13,2017-03-27 06:52:59,43,4.60105422702,3.73995989283,35.6248242911,17.5046519598
172,1.72,1.29,2.22,341.1,2017-03-27 06:52:59,43,3.09045304122,2.15,45.9177028806,17.5046519598
173,3.26,1.6,2.4,341.17,2017-03-27 06:52:59,43,4.35288410137,3.63147353013,33.4602672906,17.5046519598
174,3.94,1.64,2.34,341.11,2017-03-27 06:52:59,43,4.86711413468,4.26769258499,28.7362079657,17.5046519598
175,4.03,1.99,2.21,341.06,2017-03-27 06:53:00,44,5.00850277029,4.49455225801,26.1836397317,17.4096805832
176,3.49,1.05,2.91,341.07,2017-03-27 06:53:00,44,4.66376457382,3.64453014804,38.6058548798,17.4096805832
177,3.89,0.78,2.04,341.11,2017-03-27 06:53:00,44,4.46117697475,3.96742989856,27.2116284773,17.4096805832
178,4.13,1.06,1.9,341.06,2017-03-27 06:53:00,44,4.66802956289,4.26385975379,24.0180228544,17.4096805832
179,3.57,1.38,1.72,341.12,2017-03-27 06:53:01,45,4.19615300007,3.82744039797,24.1985064867,17.239548059
180,3.22,0.48,2.06,341.11,2017-03-27 06:53:01,45,3.85258354874,3.25557982547,32.3239833685,17.239548059
181,3.7,0.66,1.83,341.14,2017-03-27 06:53:01,45,4.18025118862,3.75840391656,25.9618590595,17.239548059
182,2.6,2.05,2.45,341.15,2017-03-27 06:53:01,45,4.11885906532,3.31096662623,36.5001518071,17.239548059
183,3.85,2.71,2.64,341.05,2017-03-27 06:53:02,46,5.39779584645,4.70814188401,29.280690452,17.0963196877
184,3.28,0.75,2.13,341.12,2017-03-27 06:53:02,46,3.98218532969,3.36465451421,32.3359220102,17.0963196877
185,4.45,1.17,2.01,341.04,2017-03-27 06:53:02,46,5.02110545597,4.60123896358,23.5975753792,17.0963196877
186,4.16,0.98,1.55,341.07,2017-03-27 06:53:02,46,4.54626220097,4.27387412075,19.9341189687,17.0963196877
187,3.45,1.72,2.38,341.08,2017-03-27 06:53:03,47,4.53048562518,3.85498378726,31.6904611473,17.0257336703
188,3.09,1.99,2.36,341.1,2017-03-27 06:53:03,47,4.36781409861,3.67535032344,32.7051553808,17.0257336703
189,3.12,1.29,1.72,341.1,2017-03-27 06:53:03,47,3.78905001287,3.37616646509,26.9967295552,17.0257336703
190,4.06,0.64,1.46,341.02,2017-03-27 06:53:03,47,4.36174277096,4.11013381777,19.5560343857,17.0257336703
191,3.55,0.85,1.48,341.07,2017-03-27 06:53:04,48,3.93895925341,3.65034244969,22.0696714004,17.0929903365
192,3.81,0.51,1.34,341.05,2017-03-27 06:53:04,48,4.07084757759,3.84398231005,19.2183922498,17.0929903365
193,3.87,0.9,0.95,341.08,2017-03-27 06:53:04,48,4.0852662092,3.97327320984,13.446834295,17.0929903365
194,4.05,0.8,1.7,341.07,2017-03-27 06:53:04,48,4.46458284725,4.12825629049,22.3816749158,17.0929903365
195,2.73,2.29,3.27,341.0,2017-03-27 06:53:05,49,4.83631057729,3.56328500123,42.542370066,17.0062288723
196,3.51,0.82,1.27,341.11,2017-03-27 06:53:05,49,3.82170119188,3.60451106254,19.4092097375,17.0062288723
197,2.61,1.72,1.93,341.05,2017-03-27 06:53:05,49,3.67360858013,3.12577990268,31.6930862615,17.0062288723
198,4.17,0.06,1.67,340.98,2017-03-27 06:53:05,49,4.49237131146,4.17043163234,21.8230485788,17.0062288723
199,3.93,-0.05,1.75,341.07,2017-03-27 06:53:06,50,4.30231333122,3.93031805329,24.0013341361,16.9135407469
200,4.01,0.84,1.29,341.05,2017-03-27 06:53:06,50,4.29532303791,4.09703551364,17.4772238285,16.9135407469
201,4.21,0.84,1.48,341.05,2017-03-27 06:53:06,50,4.54093602686,4.29298264613,19.0215641932,16.9135407469
202,4.1,0.91,2.0,341.05,2017-03-27 06:53:06,50,4.65167711691,4.19977380343,25.4645429064,16.9135407469
203,3.98,1.43,2.55,341.08,2017-03-27 06:53:07,51,4.93840055079,4.22910155943,31.0885041725,16.7963772974
204,3.99,0.72,2.5,341.06,2017-03-27 06:53:07,51,4.76324469243,4.05444200846,31.6583016518,16.7963772974
205,3.84,0.69,2.33,341.12,2017-03-27 06:53:07,51,4.54429312435,3.90149971165,30.8459127285,16.7963772974
206,3.95,0.76,1.68,341.15,2017-03-27 06:53:07,51,4.35918570378,4.02244950248,22.6681452482,16.7963772974
207,4.4,-0.07,1.05,341.13,2017-03-27 06:53:08,52,4.52409106893,4.40055678295,13.4201982997,16.6767399771
208,3.74,-0.76,1.54,341.17,2017-03-27 06:53:08,52,4.11543436347,3.81643812998,21.9749435611,16.6767399771
209,3.49,-0.89,1.75,341.15,2017-03-27 06:53:08,52,4.00433515081,3.60169404586,25.9143043281,16.6767399771
210,2.5,-0.34,2.33,341.24,2017-03-27 06:53:08,52,3.43431215821,2.52301407051,42.7224327056,16.6767399771
211,2.58,-1.03,2.41,341.13,2017-03-27 06:53:09,53,3.67768949206,2.77800287977,40.9426092706,16.8004865836
212,1.89,-0.31,2.77,341.13,2017-03-27 06:53:09,53,3.36765497045,1.91525455227,55.338946796,16.8004865836
213,2.6,1.15,1.55,341.12,2017-03-27 06:53:09,53,3.23805497174,2.84297379517,28.599384299,16.8004865836
214,3.01,2.75,1.09,341.05,2017-03-27 06:53:09,53,4.22027250305,4.07708229007,14.9678594881,16.8004865836
215,3.8,1.0,0.24,341.11,2017-03-27 06:53:10,54,3.9366991249,3.92937654088,3.49519203376,16.8612783036
216,2.86,1.66,1.34,341.07,2017-03-27 06:53:10,54,3.56802466359,3.30684139323,22.0588012577,16.8612783036
217,3.27,2.3,1.34,341.12,2017-03-27 06:53:10,54,4.21645585771,3.99786192858,18.5300782887,16.8612783036
218,3.54,1.96,1.19,341.09,2017-03-27 06:53:10,54,4.21773635971,4.0463810992,16.3880795486,16.8612783036
219,3.93,2.79,0.94,341.03,2017-03-27 06:53:11,55,4.91045822709,4.81964729,11.0361419224,16.8522274846
220,3.67,1.95,1.05,341.06,2017-03-27 06:53:11,55,4.28647874134,4.1558873902,14.1792515891,16.8522274846
221,3.55,1.82,1.49,341.07,2017-03-27 06:53:11,55,4.25852086997,3.98934831771,20.4803880095,16.8522274846
222,3.23,0.97,1.34,341.14,2017-03-27 06:53:11,55,3.62896679511,3.37250648628,21.6694384228,16.8522274846
223,3.73,0.94,1.1,341.09,2017-03-27 06:53:12,56,4.0008124175,3.8466218946,15.9586863515,16.7903555608
224,3.61,0.99,1.06,341.05,2017-03-27 06:53:12,56,3.89047554934,3.74328732533,15.8107195615,16.7903555608
225,3.85,1.1,1.86,341.1,2017-03-27 06:53:12,56,4.41498584369,4.0040604391,24.9162092791,16.7903555608
226,3.4,0.85,2.16,341.18,2017-03-27 06:53:12,56,4.11680701515,3.50463978178,31.6466004364,16.7903555608
