,u_x,u_y,u_z,sos,Time-stamp,t,V,Uxy,Theta,Turb_intensity
19,2.51,-0.67,0.8,340.02,2017-03-27 06:52:21,5,2.71827150962,2.59788375414,17.1158470423,14.0164479859
20,2.47,-0.6,0.76,340.01,2017-03-27 06:52:21,5,2.65301715034,2.54183004939,16.6465161795,14.0164479859
21,2.23,-0.62,0.67,340.02,2017-03-27 06:52:21,5,2.40960577689,2.31458419592,16.1440826345,14.0164479859
22,2.17,-0.56,0.63,339.99,2017-03-27 06:52:22,6,2.32796048076,2.2410934831,15.7013513037,16.8585012905
23,2.23,-0.21,0.67,340.0,2017-03-27 06:52:22,6,2.33792643169,2.23986606742,16.6532403155,16.8585012905
24,2.44,-0.33,0.43,339.99,2017-03-27 06:52:22,6,2.49947994591,2.46221445045,9.9062051652,16.8585012905
25,2.4,-0.39,0.42,339.99,2017-03-27 06:52:22,6,2.4674886018,2.43148103015,9.80023566238,16.8585012905
26,2.64,-0.45,0.63,340.0,2017-03-27 06:52:23,7,2.75118156435,2.67807766878,13.2377644664,18.8688554107
27,2.51,-0.23,0.53,339.98,2017-03-27 06:52:23,7,2.57563584383,2.52051582022,-11.8748372473,18.8688554107
28,2.34,-0.23,0.56,339.98,2017-03-27 06:52:23,7,2.41704364876,2.35127624919,13.3964715377,18.8688554107
29,2.33,-0.03,0.6,340.0,2017-03-27 06:52:23,7,2.40620032416,2.33019312504,14.4393948665,18.8688554107
30,2.43,-0.08,0.56,339.99,2017-03-27 06:52:24,8,2.49497494977,2.4313165158,12.9706059952,22.003173707
31,2.42,-0.19,0.52,340.02,2017-03-27 06:52:24,8,2.4825188821,2.42744721879,12.0909824303,22.003173707
32,2.79,-0.13,0.54,339.99,2017-03-27 06:52:24,8,2.84474954961,2.79302703173,10.9424775579,22.003173707
33,2.68,0.61,0.55,340.0,2017-03-27 06:52:24,8,2.80303407043,2.74854506967,11.3157649073,22.003173707
34,2.8,0.48,0.64,339.98,2017-03-27 06:52:25,9,2.91204395571,2.84084494473,12.6959297368,25.6251048575
35,2.76,0.02,0.62,340.0,2017-03-27 06:52:25,9,2.828851357,2.76007246282,12.6603012432,25.6251048575
36,2.77,0.26,0.4,340.01,2017-03-27 06:52:25,9,2.81078280911,2.78217540784,8.18148660172,25.6251048575
37,2.79,0.15,0.58,340.0,2017-03-27 06:52:25,9,2.85359422483,2.79402934845,11.7272178693,25.6251048575
38,2.9,0.11,0.51,340.02,2017-03-27 06:52:26,10,2.9465573132,2.90208545705,9.96713996651,25.4237159061
39,2.72,0.27,0.48,340.01,2017-03-27 06:52:26,10,2.77519368693,2.73336788596,9.960016923,25.4237159061
40,3.22,0.39,0.2,340.02,2017-03-27 06:52:26,10,3.24969229313,3.24353202543,3.52845783518,25.4237159061
41,3.3,0.59,-0.05,340.03,2017-03-27 06:52:26,10,3.35270040415,3.35232754963,-0.854503782909,25.4237159061
42,3.61,0.6,0.16,340.06,2017-03-27 06:52:27,11,3.66301788147,3.65952182669,2.50346643754,24.6962479688
43,4.27,0.63,0.08,340.03,2017-03-27 06:52:27,11,4.31696652755,4.31622520265,1.06183930871,24.6962479688
44,4.33,0.22,0.32,340.05,2017-03-27 06:52:27,11,4.34737852044,4.33558531227,4.22122119669,24.6962479688
45,4.13,0.0,0.47,340.02,2017-03-27 06:52:27,11,4.15665731087,4.13,6.49241184344,24.6962479688
46,4.15,-0.03,-0.01,340.01,2017-03-27 06:52:28,12,4.15012048018,4.15010843232,-0.138058244891,24.1508957728
47,4.1,0.06,-0.86,340.03,2017-03-27 06:52:28,12,4.18965392366,4.10043900089,-11.8451616679,24.1508957728
48,4.08,-0.4,-0.47,339.97,2017-03-27 06:52:28,12,4.12641490885,4.0995609521,-6.54020156383,24.1508957728
49,4.52,-0.65,-0.98,340.01,2017-03-27 06:52:28,12,4.67047106832,4.56649756378,-12.1123279642,24.1508957728
50,4.82,-0.49,-0.71,339.98,2017-03-27 06:52:29,13,4.89659065065,4.8448426187,-8.33721243811,24.1293569932
51,4.41,-0.83,-1.76,340.0,2017-03-27 06:52:29,13,4.82022821037,4.48742687963,-21.4154566014,24.1293569932
52,4.6,-1.34,-1.67,340.03,2017-03-27 06:52:29,13,5.0739038225,4.79120026716,-19.2162898874,24.1293569932
53,4.4,-0.59,-1.24,340.04,2017-03-27 06:52:29,13,4.60930580457,4.43938058742,-15.6060182261,24.1293569932
54,4.8,-0.11,-1.5,339.98,2017-03-27 06:52:30,14,5.03011928288,4.80126025123,-17.3497429157,24.2612678976
55,5.17,-0.28,-1.55,339.95,2017-03-27 06:52:30,14,5.40460914405,5.17757665322,-16.666009624,24.2612678976
56,5.52,-0.84,-1.88,340.03,2017-03-27 06:52:30,14,5.89155327567,5.58354725958,-18.6085603338,24.2612678976
57,5.09,-0.42,-1.15,340.01,2017-03-27 06:52:30,14,5.23516952925,5.10729869892,-12.6895425409,24.2612678976
58,4.88,-0.35,-1.05,340.02,2017-03-27 06:52:31,15,5.00393844886,4.89253513018,-12.1126663206,24.6504393423
59,4.42,0.57,-0.84,340.04,2017-03-27 06:52:31,15,4.53507442056,4.45660184446,-10.6741329081,24.6504393423
60,3.99,0.42,0.25,340.04,2017-03-27 06:52:31,15,4.01982586688,4.01204436665,3.56562577243,24.6504393423
61,3.36,0.58,0.28,340.05,2017-03-27 06:52:31,15,3.42116939072,3.40969206821,4.69453004551,24.6504393423
62,3.63,1.07,0.42,340.02,2017-03-27 06:52:32,16,3.80765019402,3.7844154106,6.332854556,26.1652401443
63,3.22,0.63,0.6,340.01,2017-03-27 06:52:32,16,3.33546098763,3.28105166067,10.3630719363,26.1652401443
64,3.29,0.7,0.8,340.03,2017-03-27 06:52:32,16,3.45747017341,3.36364385749,13.3785114607,26.1652401443
65,3.15,0.72,0.52,340.0,2017-03-27 06:52:32,16,3.27281224637,3.23123815278,9.14216984833,26.1652401443
66,3.33,0.46,0.62,339.99,2017-03-27 06:52:33,17,3.41831829998,3.36162163249,10.4499028353,26.9052575664
67,3.31,0.4,0.94,340.04,2017-03-27 06:52:33,17,3.4640583136,3.33408158269,15.7450928509,26.9052575664
68,2.91,0.58,0.9,340.02,2017-03-27 06:52:33,17,3.1007257215,2.96723777274,16.8732010187,26.9052575664
69,3.01,0.39,0.46,340.02,2017-03-27 06:52:33,17,3.06982084168,3.03516062178,8.61799508483,26.9052575664
70,3.11,0.4,0.05,340.05,2017-03-27 06:52:34,18,3.13601658159,3.13561796142,0.913550770136,26.7986421844
71,2.82,0.46,0.38,340.05,2017-03-27 06:52:34,18,2.8824295308,2.85727142568,7.57554062414,26.7986421844
72,2.65,0.51,0.46,340.04,2017-03-27 06:52:34,18,2.73755365244,2.69862928169,9.67348690839,26.7986421844
73,2.52,0.39,0.54,340.04,2017-03-27 06:52:34,18,2.60654944323,2.55,11.9565842431,26.7986421844
74,2.62,0.48,0.81,340.07,2017-03-27 06:52:35,19,2.78404382149,2.66360657756,16.9144621844,27.1545472593
75,2.65,0.48,1.06,340.04,2017-03-27 06:52:35,19,2.89421837462,2.69312086621,21.4843709712,27.1545472593
76,2.44,0.3,0.84,340.07,2017-03-27 06:52:35,19,2.59792224672,2.458373446,18.8647508311,27.1545472593
77,2.33,0.37,0.95,340.04,2017-03-27 06:52:35,19,2.54328527696,2.35919477789,21.9336484817,27.1545472593
78,2.34,0.16,0.92,340.08,2017-03-27 06:52:36,20,2.51944438319,2.34546370682,21.4174221102,27.1130217041
79,2.49,-0.22,0.86,340.08,2017-03-27 06:52:36,20,2.64350146586,2.499699982,18.985332314,27.1130217041
80,2.6,0.06,0.75,340.04,2017-03-27 06:52:36,20,2.70667692937,2.60069221555,16.0867551044,27.1130217041
81,2.02,-0.7,0.64,340.03,2017-03-27 06:52:36,20,2.23159136044,2.13784938665,-16.665926531,27.1130217041
82,1.97,0.09,0.75,340.03,2017-03-27 06:52:37,21,2.10985781511,1.97205476597,20.8225092452,27.2608974165
83,1.92,0.24,0.71,340.03,2017-03-27 06:52:37,21,2.06109194361,1.93494185959,20.1499096173,27.2608974165
84,1.49,-0.13,1.07,340.05,2017-03-27 06:52:37,21,1.83899429037,1.49566038926,-35.5800459948,27.2608974165
85,1.61,-0.28,0.76,340.05,2017-03-27 06:52:37,21,1.80224859551,1.63416645419,24.9416735525,27.2608974165
86,1.73,-0.42,0.78,340.02,2017-03-27 06:52:38,22,1.94363062334,1.78025279104,23.6601497993,27.0316010393
87,1.88,-0.8,0.89,340.03,2017-03-27 06:52:38,22,2.22856456043,2.04313484626,23.5381879044,27.0316010393
88,2.02,-0.41,0.51,340.03,2017-03-27 06:52:38,22,2.12334641545,2.06118897727,13.8975718006,27.0316010393
89,2.3,-0.61,0.84,340.03,2017-03-27 06:52:38,22,2.5234302051,2.37951675766,-19.4436866189,27.0316010393
90,2.71,-1.16,1.18,340.04,2017-03-27 06:52:39,23,3.17523227497,2.94782971014,21.8159538885,26.5343069438
91,2.23,-1.17,0.89,340.03,2017-03-27 06:52:39,23,2.67093616547,2.5182930727,19.4641206527,26.5343069438
92,2.23,-0.83,1.17,340.03,2017-03-27 06:52:39,23,2.65154671843,2.37945371882,26.1837839314,26.5343069438
93,1.78,-0.87,1.24,339.99,2017-03-27 06:52:39,23,2.33728474945,1.98123698734,-32.0412810972,26.5343069438
94,1.32,-1.27,0.83,340.02,2017-03-27 06:52:40,24,2.01101964187,1.83174779923,24.3761903819,26.55813847
95,1.67,-1.12,0.82,340.03,2017-03-27 06:52:40,24,2.17156625503,2.01079586234,-22.1855726368,26.55813847
96,1.89,-1.05,1.0,340.0,2017-03-27 06:52:40,24,2.38214189334,2.16208232961,-24.821347371,26.55813847
97,2.59,-1.24,0.11,340.04,2017-03-27 06:52:40,24,2.8736388082,2.87153269179,2.19376071511,26.55813847
98,2.62,-1.31,0.39,340.0,2017-03-27 06:52:41,25,2.95509729112,2.92924905052,-7.58375519588,26.3149463985
99,1.79,-1.48,-0.22,340.03,2017-03-27 06:52:41,25,2.33300235748,2.32260629466,-5.41097954308,26.3149463985
100,2.01,-1.4,-0.14,340.0,2017-03-27 06:52:41,25,2.45350769308,2.44951015511,-3.27114052434,26.3149463985
101,2.07,-1.54,-0.29,340.02,2017-03-27 06:52:41,25,2.59626655026,2.58001937977,-6.41325637081,26.3149463985
102,2.05,-1.4,0.22,340.02,2017-03-27 06:52:42,26,2.49216773111,2.48243831746,-5.06446672027,26.2590439814
103,2.19,-1.13,0.01,339.99,2017-03-27 06:52:42,26,2.46436604424,2.46434575496,-0.232497671712,26.2590439814
104,2.08,-0.83,0.25,340.0,2017-03-27 06:52:42,26,2.25339743499,2.2394865483,6.36971221497,26.2590439814
105,2.18,-0.68,0.59,339.99,2017-03-27 06:52:42,26,2.35858008132,2.28359365913,14.4864185115,26.2590439814
106,2.31,-0.76,0.62,340.01,2017-03-27 06:52:43,27,2.509601562,2.43181002547,14.3030839167,26.4692525041
107,2.4,-0.66,0.72,340.01,2017-03-27 06:52:43,27,2.5911387458,2.48909622152,-16.1331270697,26.4692525041
108,2.7,-0.7,0.75,340.01,2017-03-27 06:52:43,27,2.88833862281,2.7892651362,-15.0501761521,26.4692525041
109,2.25,-1.55,0.88,340.04,2017-03-27 06:52:43,27,2.87043550703,2.73221521846,17.852865832,26.4692525041
110,2.0,-2.46,0.63,340.16,2017-03-27 06:52:44,28,3.23241395864,3.17042583891,11.2389274631,26.7366672452
111,1.69,-2.83,0.66,340.09,2017-03-27 06:52:44,28,3.36163650623,3.29620994477,11.322601136,26.7366672452
112,1.97,-2.97,0.67,340.04,2017-03-27 06:52:44,28,3.62638938891,3.56395847338,10.6469520499,26.7366672452
113,2.25,-2.34,0.91,340.04,2017-03-27 06:52:44,28,3.3713795396,3.24624398344,-15.6594576347,26.7366672452
114,1.88,-2.04,0.5,340.12,2017-03-27 06:52:45,29,2.81886501983,2.7741665415,10.2169769973,27.108228335
115,1.89,-1.31,0.42,340.09,2017-03-27 06:52:45,29,2.33764839101,2.29960866236,10.3504071212,27.108228335
116,2.51,-0.59,0.45,339.98,2017-03-27 06:52:45,29,2.61738419037,2.57841036299,-9.89989980531,27.108228335
117,2.07,-0.59,0.51,340.03,2017-03-27 06:52:45,29,2.21203526193,2.15244047537,-13.3298611802,27.108228335
118,2.15,-0.56,0.78,340.03,2017-03-27 06:52:46,30,2.35467619855,2.22173355738,19.345011353,27.1639450973
119,3.13,-1.66,0.69,340.05,2017-03-27 06:52:46,30,3.6095152029,3.54295074761,-11.0205702615,27.1639450973
120,2.33,-1.67,0.84,340.0,2017-03-27 06:52:46,30,2.98720605248,2.86667054263,16.3317907034,27.1639450973
121,2.56,-0.93,0.71,340.1,2017-03-27 06:52:46,30,2.81471135287,2.7236923468,-14.6104655241,27.1639450973
122,2.86,-0.88,0.32,340.03,2017-03-27 06:52:47,31,3.0093853193,2.99232351192,-6.10402985818,26.9550816018
123,2.31,-0.68,0.0,340.03,2017-03-27 06:52:47,31,2.40800747507,2.40800747507,0.0,26.9550816018
124,2.45,0.48,-0.03,340.01,2017-03-27 06:52:47,31,2.49675789775,2.49657765751,0.688458720725,26.9550816018
125,2.19,-0.43,0.75,340.07,2017-03-27 06:52:47,31,2.35446384555,2.23181540455,18.5748865069,26.9550816018
126,2.73,-0.58,0.32,340.03,2017-03-27 06:52:48,32,2.80921697275,2.79093174406,6.54080252212,26.8741814703
127,2.23,-1.16,0.33,340.03,2017-03-27 06:52:48,32,2.53523174483,2.51366266631,-7.47916269249,26.8741814703
128,2.15,-0.39,0.37,340.0,2017-03-27 06:52:48,32,2.21619042503,2.18508581067,9.61071648234,26.8741814703
129,1.79,-0.1,0.23,340.04,2017-03-27 06:52:48,32,1.80748443977,1.79279112001,-7.31063253445,26.8741814703
130,1.79,0.34,0.33,340.01,2017-03-27 06:52:49,33,1.8516479147,1.82200439077,10.2660752359,27.0181317549
131,2.02,0.64,0.49,339.99,2017-03-27 06:52:49,33,2.174879307,2.11896201004,13.0205115386,27.0181317549
132,2.27,0.59,0.24,339.99,2017-03-27 06:52:49,33,2.35766833969,2.34542107094,5.84257207502,27.0181317549
133,2.45,0.49,0.43,340.05,2017-03-27 06:52:49,33,2.53525146682,2.49851956166,9.76505265709,27.0181317549
134,2.05,0.39,-0.01,340.03,2017-03-27 06:52:50,34,2.08679179604,2.08676783567,0.274564999303,26.9680251674
135,1.91,0.58,0.16,340.03,2017-03-27 06:52:50,34,2.0025234081,1.9961212388,4.58277124925,26.9680251674
136,2.01,0.41,-0.02,340.01,2017-03-27 06:52:50,34,2.05148726538,2.05138977281,0.558586817647,26.9680251674
137,2.21,0.23,0.24,340.01,2017-03-27 06:52:50,34,2.2348601746,2.22193609269,6.16484010605,26.9680251674
138,2.33,0.04,0.43,340.01,2017-03-27 06:52:51,35,2.36968352317,2.33034332235,10.4547440742,27.0227581366
139,1.98,-0.57,0.3,340.01,2017-03-27 06:52:51,35,2.08213832394,2.06041258004,8.2841608928,27.0227581366
140,2.23,-0.32,0.52,339.98,2017-03-27 06:52:51,35,2.31207698834,2.25284264874,12.9973510154,27.0227581366
141,2.54,-0.51,0.4,339.98,2017-03-27 06:52:51,35,2.62139275958,2.59069488748,-8.77708793355,27.0227581366
142,2.54,-0.69,0.27,339.98,2017-03-27 06:52:52,36,2.64586469798,2.63205243109,-5.85700245263,26.805992636
143,2.33,-0.65,0.58,339.98,2017-03-27 06:52:52,36,2.4875288943,2.41896672156,13.4833697298,26.805992636
144,2.55,-0.92,0.29,339.95,2017-03-27 06:52:52,36,2.72635287518,2.7108854642,6.10605830639,26.805992636
145,2.51,-0.87,0.3,339.94,2017-03-27 06:52:52,36,2.67338736438,2.65650145869,6.4431423128,26.805992636
146,2.35,-0.66,0.43,339.93,2017-03-27 06:52:53,37,2.47850761548,2.44092195697,9.99088458132,26.6039562342
147,2.34,-0.78,0.45,339.96,2017-03-27 06:52:53,37,2.50728937301,2.46657657493,10.3392800271,26.6039562342
148,2.41,-0.92,0.48,339.96,2017-03-27 06:52:53,37,2.62390929721,2.57963175667,10.5406544866,26.6039562342
149,2.12,-0.58,0.51,339.95,2017-03-27 06:52:53,37,2.25630228471,2.19790809635,13.0636616571,26.6039562342
150,1.46,-0.95,0.46,340.03,2017-03-27 06:52:54,38,1.80158263757,1.74186681466,14.7932027413,26.2838208144
151,1.84,-0.67,1.02,339.97,2017-03-27 06:52:54,38,2.20791757093,1.95818793787,27.5145446688,26.2838208144
152,2.18,-1.12,0.44,339.97,2017-03-27 06:52:54,38,2.49006024024,2.45087739391,10.1777513819,26.2838208144
153,2.21,-0.84,0.79,339.99,2017-03-27 06:52:54,38,2.49274948601,2.36425463942,18.4767089033,26.2838208144
154,2.26,-0.49,0.92,339.95,2017-03-27 06:52:55,39,2.4887948891,2.31250945944,21.6944539381,25.9820346305
155,2.19,-0.39,0.71,339.96,2017-03-27 06:52:55,39,2.3350160599,2.22445498943,17.7020069914,25.9820346305
156,2.31,-0.4,0.96,339.97,2017-03-27 06:52:55,39,2.53331798241,2.34437624967,22.2686376395,25.9820346305
157,1.83,-0.33,1.27,339.97,2017-03-27 06:52:55,39,2.25182148493,1.85951606608,34.3320365901,25.9820346305
158,2.04,-0.3,0.69,339.98,2017-03-27 06:52:56,40,2.17432748223,2.06194083329,-18.5021053016,25.6779190776
159,2.06,-0.2,0.61,339.99,2017-03-27 06:52:56,40,2.15770711636,2.06968596652,16.4218638692,25.6779190776
160,2.25,-0.13,0.64,339.98,2017-03-27 06:52:56,40,2.34286149825,2.25375242651,15.8530010862,25.6779190776
161,2.3,-0.15,0.7,339.96,2017-03-27 06:52:56,40,2.40883789409,2.30488611432,-16.8936744298,25.6779190776
162,2.62,-0.41,0.61,339.97,2017-03-27 06:52:57,41,2.72113946721,2.65188612124,12.9541227784,25.3920392643
163,2.34,-0.58,0.6,339.94,2017-03-27 06:52:57,41,2.4843510219,2.41080899285,13.9757831366,25.3920392643
164,2.37,-0.44,0.76,339.97,2017-03-27 06:52:57,41,2.52746908982,2.41049787388,17.499414957,25.3920392643
165,2.73,-0.09,0.86,339.98,2017-03-27 06:52:57,41,2.86366897528,2.73148311362,17.4764660813,25.3920392643
166,2.58,-0.26,0.76,339.99,2017-03-27 06:52:58,42,2.70214729428,2.59306768134,16.3352884146,25.113351699
167,2.34,-0.37,0.66,340.01,2017-03-27 06:52:58,42,2.459288515,2.3690715481,15.5673132789,25.113351699
168,2.44,-0.38,0.8,339.98,2017-03-27 06:52:58,42,2.59576578296,2.46941288569,17.9504392026,25.113351699
169,2.53,-0.53,0.8,339.96,2017-03-27 06:52:58,42,2.70588248082,2.58491779366,17.1966478482,25.113351699
170,2.77,-0.46,0.98,339.95,2017-03-27 06:52:59,43,2.97403765948,2.80793518444,-19.2395442724,24.8525597179
171,2.82,-0.55,0.79,339.99,2017-03-27 06:52:59,43,2.97976509141,2.87313417717,15.3741766445,24.8525597179
172,3.09,-0.47,0.82,340.03,2017-03-27 06:52:59,43,3.23131552158,3.12553995335,14.7005135547,24.8525597179
173,2.89,-0.36,0.64,340.02,2017-03-27 06:52:59,43,2.98182829821,2.91233583228,12.3940216495,24.8525597179
174,2.84,-0.42,0.58,340.02,2017-03-27 06:53:00,44,2.92889057494,2.87088836425,-11.4216187205,24.5897923055
175,2.91,-0.4,0.6,340.04,2017-03-27 06:53:00,44,2.99801601063,2.93736276275,-11.5446988088,24.5897923055
176,2.91,-0.42,0.58,340.0,2017-03-27 06:53:00,44,2.99681497594,2.94015305724,11.159377487,24.5897923055
177,3.28,-0.42,0.59,340.01,2017-03-27 06:53:00,44,3.35900282822,3.306780912,10.1163330148,24.5897923055
178,3.13,0.02,0.44,340.06,2017-03-27 06:53:01,45,3.16083849635,3.13006389711,8.00176285485,24.4195565782
179,3.15,0.01,0.28,340.04,2017-03-27 06:53:01,45,3.1624357701,3.15001587298,5.07958239771,24.4195565782
180,3.0,-0.14,0.37,340.06,2017-03-27 06:53:01,45,3.02597091856,3.00326489008,-7.02340621199,24.4195565782
181,3.0,-0.43,0.34,340.02,2017-03-27 06:53:01,45,3.04967211352,3.03065999413,6.40106448383,24.4195565782
182,2.9,-0.22,0.5,340.01,2017-03-27 06:53:02,46,2.95099983057,2.90833285578,-9.75491806682,24.2503492683
183,2.89,-0.15,0.43,340.01,2017-03-27 06:53:02,46,2.92566231818,2.8938901154,8.45167929959,24.2503492683
184,2.94,-0.02,0.43,340.01,2017-03-27 06:53:02,46,2.97134649612,2.94006802642,8.32080684402,24.2503492683
185,3.09,-0.12,0.34,340.01,2017-03-27 06:53:02,46,3.11096448067,3.09232921921,6.27443868647,24.2503492683
186,3.01,-0.34,0.41,340.02,2017-03-27 06:53:03,47,3.05676299376,3.02914179265,7.7082465459,24.0813097204
187,2.97,0.19,0.23,340.04,2017-03-27 06:53:03,47,2.98494556064,2.97607123571,4.41921104347,24.0813097204
188,2.99,0.05,0.06,340.02,2017-03-27 06:53:03,47,2.99101989295,2.99041803098,1.14943313551,24.0813097204
189,2.92,-0.17,0.34,340.01,2017-03-27 06:53:03,47,2.94463919691,2.92494444392,6.63039209447,24.0813097204
190,2.99,-0.03,0.24,339.99,2017-03-27 06:53:04,48,2.99976665759,2.99015049788,4.58892343101,23.9351732009
191,3.07,-0.17,0.2,339.99,2017-03-27 06:53:04,48,3.08120106452,3.07470323771,3.72167142676,23.9351732009
192,3.29,-0.25,0.4,340.04,2017-03-27 06:53:04,48,3.32364258006,3.29948480827,6.91229581963,23.9351732009
193,3.36,-0.15,0.23,340.03,2017-03-27 06:53:04,48,3.37120156621,3.36334654771,-3.91203957068,23.9351732009
194,3.16,-0.26,0.42,340.01,2017-03-27 06:53:05,49,3.19837458719,3.1706781609,7.5456860612,23.7590930713
195,3.11,-0.01,0.32,339.99,2017-03-27 06:53:05,49,3.12643567022,3.11001607713,5.87468156934,23.7590930713
196,3.01,0.11,0.3,340.02,2017-03-27 06:53:05,49,3.02691261849,3.01200929613,5.68797381321,23.7590930713
197,2.93,0.08,0.31,340.0,2017-03-27 06:53:05,49,2.94743956681,2.9310919467,6.03730864333,23.7590930713
198,3.33,-0.22,0.41,340.01,2017-03-27 06:53:06,50,3.36235036842,3.33725935462,-7.00399283476,23.6447405808
199,3.59,-0.04,0.68,340.05,2017-03-27 06:53:06,50,3.65405254478,3.59022283431,-10.7249654784,23.6447405808
200,3.51,-0.07,0.48,340.05,2017-03-27 06:53:06,50,3.54335998736,3.51069793631,7.78548886173,23.6447405808
201,3.53,0.15,0.56,340.05,2017-03-27 06:53:06,50,3.57728947668,3.5331855315,9.00630222156,23.6447405808
202,3.4,0.0,0.41,340.03,2017-03-27 06:53:07,51,3.42463136702,3.4,6.87599605736,23.7449327592
203,3.55,-0.25,0.48,340.06,2017-03-27 06:53:07,51,3.59101656916,3.55879192985,-7.68153939562,23.7449327592
204,3.6,-0.46,0.52,340.06,2017-03-27 06:53:07,51,3.66633331818,3.62926989903,8.15381661026,23.7449327592
205,3.4,-0.51,0.4,340.04,2017-03-27 06:53:07,51,3.46122810575,3.43803723075,6.63626734124,23.7449327592
206,3.35,-0.65,0.42,340.04,2017-03-27 06:53:08,52,3.43822628691,3.41247710615,7.01654834827,23.7907970836
207,3.42,-0.26,0.51,340.04,2017-03-27 06:53:08,52,3.46757840575,3.42986880216,8.45755502653,23.7907970836
208,3.34,-0.52,0.46,340.05,2017-03-27 06:53:08,52,3.41139267749,3.3802366781,7.74950037332,23.7907970836
209,3.63,-0.86,0.46,340.05,2017-03-27 06:53:08,52,3.75873648983,3.73048254251,7.029568643,23.7907970836
210,3.69,-0.75,0.55,340.05,2017-03-27 06:53:09,53,3.80540405213,3.7654481805,8.31013883963,24.0008035056
211,3.34,-0.63,0.39,340.05,2017-03-27 06:53:09,53,3.42119862037,3.39889687987,6.54566940265,24.0008035056
212,3.43,-0.64,0.28,340.02,2017-03-27 06:53:09,53,3.5004142612,3.4891976155,4.5880215321,24.0008035056
213,3.46,-0.91,0.1,340.01,2017-03-27 06:53:09,53,3.57906412348,3.57766683748,1.60106762256,24.0008035056
214,3.48,-0.71,0.07,340.03,2017-03-27 06:53:10,54,3.55237948423,3.5516897387,1.12909225563,23.8960361482
215,3.44,-0.65,0.08,340.04,2017-03-27 06:53:10,54,3.50178525898,3.50087132011,-1.30906404319,23.8960361482
216,3.39,-0.69,-0.08,340.03,2017-03-27 06:53:10,54,3.46043349886,3.45950863563,1.32470997107,23.8960361482
217,3.43,-0.83,-0.05,340.01,2017-03-27 06:53:10,54,3.52934838178,3.52899419098,-0.811731940966,23.8960361482
218,3.62,-0.92,0.13,340.02,2017-03-27 06:53:11,55,3.73733862528,3.73507697377,1.99338484545,23.8496859753
219,3.57,-0.85,0.06,340.03,2017-03-27 06:53:11,55,3.67028609239,3.66979563464,-0.936684449202,23.8496859753
220,3.58,-0.24,-0.26,340.02,2017-03-27 06:53:11,55,3.59744353674,3.58803567429,-4.1445826765,23.8496859753
221,3.68,-0.12,0.05,340.04,2017-03-27 06:53:11,55,3.68229547972,3.68195600191,0.778013886027,23.8496859753
222,3.38,0.17,0.38,340.06,2017-03-27 06:53:12,56,3.40553960482,3.38427244766,6.40657111682,23.779202079
223,3.85,-0.54,0.83,340.19,2017-03-27 06:53:12,56,3.97529873091,3.88768568688,-12.0514139389,23.779202079
