,u_x,u_y,u_z,sos,Time-stamp
6803,3.16,-1.68,2.11,338.75,2016-12-21 07:20:36
6804,2.75,-1.54,2.46,338.8,2016-12-21 07:20:36
6805,3.76,-1.4,2.71,338.83,2016-12-21 07:20:36
6806,3.04,-1.66,1.9,338.75,2016-12-21 07:20:36
6807,3.54,-2.12,2.17,338.72,2016-12-21 07:20:37
6808,3.95,-1.59,1.8,338.75,2016-12-21 07:20:37
6809,4.4,-1.36,2.26,338.7,2016-12-21 07:20:37
6810,4.46,-1.76,1.89,338.73,2016-12-21 07:20:37
6811,4.21,-2.95,1.39,338.77,2016-12-21 07:20:38
6812,4.09,-2.85,1.18,338.78,2016-12-21 07:20:38
6813,3.86,-2.58,1.6,338.75,2016-12-21 07:20:38
6814,3.78,-2.33,2.04,338.77,2016-12-21 07:20:38
6815,4.76,-1.73,0.74,338.78,2016-12-21 07:20:39
6816,4.25,-2.39,2.09,338.76,2016-12-21 07:20:39
6817,4.18,-1.94,0.89,338.78,2016-12-21 07:20:39
6818,3.88,-1.05,1.57,338.77,2016-12-21 07:20:39
6819,4.4,-1.14,1.0,338.76,2016-12-21 07:20:40
6820,4.65,-0.65,0.95,338.71,2016-12-21 07:20:40
6821,4.08,0.12,0.81,338.75,2016-12-21 07:20:40
6822,3.85,-0.44,1.2,338.76,2016-12-21 07:20:40
6823,3.29,-0.5,0.91,338.79,2016-12-21 07:20:41
6824,3.56,-0.83,0.77,338.78,2016-12-21 07:20:41
6825,3.05,-0.67,1.47,338.78,2016-12-21 07:20:41
6826,2.62,-0.81,1.69,338.78,2016-12-21 07:20:41
6827,2.83,-1.08,1.31,338.81,2016-12-21 07:20:42
6828,2.87,-1.11,1.28,338.83,2016-12-21 07:20:42
6829,2.55,-1.23,1.53,338.8,2016-12-21 07:20:42
6830,2.02,-0.78,1.68,338.79,2016-12-21 07:20:42
6831,2.7,-0.69,1.66,338.83,2016-12-21 07:20:43
6832,2.35,-0.83,1.75,338.77,2016-12-21 07:20:43
6833,2.54,-0.72,1.11,338.86,2016-12-21 07:20:43
6834,2.61,-1.42,1.61,338.81,2016-12-21 07:20:43
6835,3.41,-1.18,1.38,338.82,2016-12-21 07:20:44
6836,2.68,-1.18,1.95,338.76,2016-12-21 07:20:44
6837,1.97,-0.86,2.35,338.72,2016-12-21 07:20:44
6838,1.37,-0.09,1.86,338.72,2016-12-21 07:20:44
6839,0.33,0.83,1.2,338.74,2016-12-21 07:20:45
6840,1.83,-0.31,2.52,338.75,2016-12-21 07:20:45
6841,4.14,0.82,1.94,338.78,2016-12-21 07:20:45
6842,4.35,0.71,1.61,339.01,2016-12-21 07:20:45
6843,4.16,0.45,1.76,338.76,2016-12-21 07:20:46
6844,5.11,0.61,2.16,338.96,2016-12-21 07:20:46
6845,3.74,0.7,2.49,338.83,2016-12-21 07:20:46
6846,3.08,2.58,2.37,338.89,2016-12-21 07:20:46
6847,4.87,1.67,1.65,338.98,2016-12-21 07:20:47
6848,4.8,0.12,1.76,338.81,2016-12-21 07:20:47
6849,5.02,0.17,1.63,338.95,2016-12-21 07:20:47
6850,4.81,-0.41,1.44,338.82,2016-12-21 07:20:47
6851,4.42,0.18,1.95,338.93,2016-12-21 07:20:48
6852,5.12,0.07,1.14,338.72,2016-12-21 07:20:48
6853,4.43,0.91,1.46,338.84,2016-12-21 07:20:48
6854,4.6,-0.14,2.05,338.81,2016-12-21 07:20:48
6855,3.94,-0.34,1.67,338.8,2016-12-21 07:20:49
6856,3.93,-0.13,1.62,338.79,2016-12-21 07:20:49
6857,4.26,-0.7,1.36,338.8,2016-12-21 07:20:49
6858,3.3,-1.4,1.7,338.75,2016-12-21 07:20:49
6859,3.05,-0.82,2.52,338.82,2016-12-21 07:20:50
6860,2.73,-0.09,2.26,338.84,2016-12-21 07:20:50
6861,2.96,-1.01,2.54,338.83,2016-12-21 07:20:50
6862,2.05,-0.66,2.96,338.89,2016-12-21 07:20:50
6863,1.8,0.49,2.19,338.93,2016-12-21 07:20:51
6864,4.07,0.68,2.49,338.86,2016-12-21 07:20:51
6865,3.56,0.91,1.96,338.85,2016-12-21 07:20:51
6866,4.51,0.57,0.75,338.89,2016-12-21 07:20:51
6867,3.74,-0.46,0.59,338.9,2016-12-21 07:20:52
6868,3.99,1.75,2.37,338.78,2016-12-21 07:20:52
6869,4.08,0.82,2.42,338.8,2016-12-21 07:20:52
6870,3.5,-0.82,1.41,338.85,2016-12-21 07:20:52
6871,3.86,-1.16,1.37,338.81,2016-12-21 07:20:53
6872,3.51,-1.08,1.56,338.9,2016-12-21 07:20:53
6873,3.49,-1.23,1.5,338.86,2016-12-21 07:20:53
6874,3.17,-1.33,1.53,338.78,2016-12-21 07:20:53
6875,3.64,-1.62,1.53,338.8,2016-12-21 07:20:54
6876,3.2,-1.69,1.57,338.76,2016-12-21 07:20:54
6877,3.37,-1.65,1.48,338.8,2016-12-21 07:20:54
6878,2.58,-1.36,1.35,338.78,2016-12-21 07:20:54
6879,3.11,-1.48,0.44,338.86,2016-12-21 07:20:55
6880,2.75,-2.01,0.41,338.87,2016-12-21 07:20:55
6881,2.15,-1.06,-0.59,338.9,2016-12-21 07:20:55
6882,3.47,-0.3,-0.99,338.85,2016-12-21 07:20:55
6883,2.27,-0.2,-1.04,338.93,2016-12-21 07:20:56
6884,2.43,-0.66,-0.57,338.89,2016-12-21 07:20:56
6885,2.94,-0.98,-0.63,338.84,2016-12-21 07:20:56
6886,2.45,-0.42,0.58,338.89,2016-12-21 07:20:56
6887,2.62,-0.42,0.3,338.87,2016-12-21 07:20:57
6888,2.29,-1.11,0.23,338.87,2016-12-21 07:20:57
6889,3.32,-0.7,-0.27,338.89,2016-12-21 07:20:57
6890,2.23,-1.75,1.57,338.85,2016-12-21 07:20:57
6891,2.87,-1.32,1.78,338.78,2016-12-21 07:20:58
6892,2.81,-1.34,1.22,338.85,2016-12-21 07:20:58
6893,2.05,-1.95,0.95,338.89,2016-12-21 07:20:58
6894,1.77,-2.08,1.32,338.85,2016-12-21 07:20:58
6895,1.89,-1.75,1.35,338.81,2016-12-21 07:20:59
6896,1.73,-1.17,1.47,338.82,2016-12-21 07:20:59
6897,2.21,-1.24,1.49,338.81,2016-12-21 07:20:59
6898,2.04,-0.75,1.93,338.79,2016-12-21 07:20:59
6899,1.99,-0.44,1.73,338.79,2016-12-21 07:21:00
6900,2.0,-0.36,1.48,338.82,2016-12-21 07:21:00
6901,1.78,-1.22,1.38,338.8,2016-12-21 07:21:00
6902,2.33,-1.27,1.29,338.79,2016-12-21 07:21:00
6903,2.5,-1.12,1.36,338.83,2016-12-21 07:21:01
6904,3.27,-1.38,0.81,338.9,2016-12-21 07:21:01
6905,3.48,-0.85,0.94,338.88,2016-12-21 07:21:01
6906,2.71,-1.29,-0.4,338.92,2016-12-21 07:21:01
6907,3.61,-2.2,0.65,338.93,2016-12-21 07:21:02
6908,2.71,-1.22,1.83,338.89,2016-12-21 07:21:02
6909,2.68,-1.07,2.21,338.9,2016-12-21 07:21:02
6910,2.39,-0.16,1.26,338.9,2016-12-21 07:21:02
6911,4.06,0.86,1.24,338.79,2016-12-21 07:21:03
6912,4.37,1.03,0.56,338.87,2016-12-21 07:21:03
6913,4.31,0.6,0.91,338.87,2016-12-21 07:21:03
6914,3.85,-0.18,0.78,338.93,2016-12-21 07:21:03
6915,3.1,-0.66,1.07,338.85,2016-12-21 07:21:04
6916,3.34,-0.4,1.18,338.92,2016-12-21 07:21:04
6917,2.94,1.07,1.09,338.84,2016-12-21 07:21:04
6918,1.99,0.75,1.62,338.85,2016-12-21 07:21:04
6919,4.12,0.1,1.88,338.85,2016-12-21 07:21:05
6920,3.8,-1.18,0.95,338.87,2016-12-21 07:21:05
6921,3.11,-1.46,0.88,338.86,2016-12-21 07:21:05
6922,3.26,-0.5,1.42,338.91,2016-12-21 07:21:05
6923,4.46,-0.21,1.12,338.85,2016-12-21 07:21:06
6924,3.45,-1.44,1.59,338.82,2016-12-21 07:21:06
6925,3.44,-0.89,1.82,338.91,2016-12-21 07:21:06
6926,4.35,-0.21,1.27,338.8,2016-12-21 07:21:06
6927,3.27,-0.53,1.42,338.91,2016-12-21 07:21:07
6928,3.56,-0.94,1.06,338.8,2016-12-21 07:21:07
6929,3.56,-1.14,0.91,338.79,2016-12-21 07:21:07
6930,3.3,-1.18,0.78,338.81,2016-12-21 07:21:07
6931,2.91,-1.58,0.85,338.76,2016-12-21 07:21:08
6932,2.75,-1.67,0.52,338.79,2016-12-21 07:21:08
6933,2.43,-1.65,0.46,338.86,2016-12-21 07:21:08
6934,2.46,-1.56,0.87,338.88,2016-12-21 07:21:08
6935,2.48,-1.81,1.09,338.85,2016-12-21 07:21:09
6936,2.53,-1.43,1.28,338.89,2016-12-21 07:21:09
6937,2.04,-1.66,1.29,338.9,2016-12-21 07:21:09
6938,1.96,-1.09,1.89,338.85,2016-12-21 07:21:09
6939,1.87,0.44,1.8,338.74,2016-12-21 07:21:10
6940,1.85,0.62,1.95,338.83,2016-12-21 07:21:10
6941,2.54,1.19,1.47,338.73,2016-12-21 07:21:10
6942,1.62,2.44,2.25,338.74,2016-12-21 07:21:10
6943,2.5,0.37,1.37,338.81,2016-12-21 07:21:11
6944,2.68,-0.53,1.28,338.83,2016-12-21 07:21:11
6945,2.94,-0.53,0.84,338.82,2016-12-21 07:21:11
6946,3.36,-0.57,1.19,338.84,2016-12-21 07:21:11
6947,3.29,-0.93,0.72,338.83,2016-12-21 07:21:12
6948,2.92,-0.86,1.34,338.84,2016-12-21 07:21:12
6949,3.68,-0.74,0.92,338.79,2016-12-21 07:21:12
6950,3.43,-0.91,1.44,338.89,2016-12-21 07:21:12
6951,3.61,-0.69,1.42,338.81,2016-12-21 07:21:13
6952,4.07,-0.62,1.11,338.77,2016-12-21 07:21:13
6953,4.41,-1.13,1.12,338.75,2016-12-21 07:21:13
6954,4.66,-1.41,1.03,338.8,2016-12-21 07:21:13
6955,4.32,-1.83,0.83,338.73,2016-12-21 07:21:14
6956,3.5,-2.03,1.56,338.79,2016-12-21 07:21:14
6957,3.48,-1.44,1.2,338.81,2016-12-21 07:21:14
6958,3.55,-1.42,1.77,338.82,2016-12-21 07:21:14
6959,2.97,-1.64,1.91,338.78,2016-12-21 07:21:15
6960,3.99,-2.06,2.5,338.75,2016-12-21 07:21:15
6961,3.27,-2.24,1.9,338.75,2016-12-21 07:21:15
6962,3.73,-2.0,1.59,338.81,2016-12-21 07:21:15
6963,3.95,-1.78,1.79,338.74,2016-12-21 07:21:16
6964,3.73,-2.02,1.45,338.8,2016-12-21 07:21:16
6965,3.63,-2.36,0.92,338.77,2016-12-21 07:21:16
6966,3.67,-1.12,1.12,338.82,2016-12-21 07:21:16
6967,3.69,-1.47,1.22,338.85,2016-12-21 07:21:17
6968,4.19,-1.91,1.9,338.77,2016-12-21 07:21:17
6969,3.59,-1.71,1.98,338.75,2016-12-21 07:21:17
6970,3.68,-2.01,1.52,338.79,2016-12-21 07:21:17
6971,3.28,-2.42,1.54,338.77,2016-12-21 07:21:18
6972,2.89,-2.79,0.73,338.76,2016-12-21 07:21:18
6973,2.13,-3.01,1.47,338.79,2016-12-21 07:21:18
6974,1.78,-2.75,1.39,338.71,2016-12-21 07:21:18
6975,3.1,-2.68,1.16,338.76,2016-12-21 07:21:19
6976,2.81,-1.35,0.66,338.8,2016-12-21 07:21:19
6977,4.25,-0.8,1.79,338.75,2016-12-21 07:21:19
6978,4.02,-0.66,1.98,338.75,2016-12-21 07:21:19
6979,3.68,-1.85,1.47,338.78,2016-12-21 07:21:20
6980,3.32,-1.92,0.76,338.84,2016-12-21 07:21:20
6981,2.68,-0.97,0.5,338.8,2016-12-21 07:21:20
6982,2.73,-1.87,0.69,338.81,2016-12-21 07:21:20
6983,2.58,-1.53,1.11,338.81,2016-12-21 07:21:21
6984,2.28,-1.73,1.87,338.78,2016-12-21 07:21:21
6985,2.66,-0.65,1.92,338.75,2016-12-21 07:21:21
6986,3.53,-1.8,0.45,338.79,2016-12-21 07:21:21
6987,3.07,-1.72,1.46,338.67,2016-12-21 07:21:22
6988,1.06,-0.78,2.63,338.67,2016-12-21 07:21:22
6989,1.24,0.85,2.54,338.65,2016-12-21 07:21:22
6990,1.37,2.1,1.25,338.67,2016-12-21 07:21:22
6991,1.8,1.85,1.9,338.69,2016-12-21 07:21:23
6992,2.83,1.0,0.98,338.77,2016-12-21 07:21:23
6993,2.38,-0.6,0.35,338.75,2016-12-21 07:21:23
6994,3.49,-0.93,1.07,338.74,2016-12-21 07:21:23
6995,3.63,-0.43,0.94,338.72,2016-12-21 07:21:24
6996,3.61,-0.5,1.02,338.75,2016-12-21 07:21:24
6997,3.38,-0.46,0.89,338.75,2016-12-21 07:21:24
6998,3.18,-0.2,2.4,338.73,2016-12-21 07:21:24
6999,1.92,0.6,2.07,338.77,2016-12-21 07:21:25
7000,1.82,-0.28,2.01,338.7,2016-12-21 07:21:25
7001,2.68,-0.76,1.55,338.74,2016-12-21 07:21:25
7002,2.49,-0.62,1.87,338.74,2016-12-21 07:21:25
7003,3.32,-0.61,1.73,338.76,2016-12-21 07:21:26
7004,3.64,-0.2,1.64,338.74,2016-12-21 07:21:26
7005,3.55,-0.05,1.79,338.8,2016-12-21 07:21:26
7006,4.26,0.89,1.46,338.82,2016-12-21 07:21:26
7007,3.21,0.29,2.21,338.79,2016-12-21 07:21:27
7008,3.14,0.67,1.87,338.74,2016-12-21 07:21:27
7009,3.9,0.03,1.41,338.78,2016-12-21 07:21:27
7010,3.34,1.94,2.44,338.78,2016-12-21 07:21:27
7011,3.58,1.13,2.04,338.77,2016-12-21 07:21:28
7012,4.33,0.15,1.79,338.77,2016-12-21 07:21:28
7013,4.09,-0.02,1.57,338.8,2016-12-21 07:21:28
7014,3.86,1.02,2.18,338.86,2016-12-21 07:21:28
7015,4.48,-0.03,1.91,338.85,2016-12-21 07:21:29
7016,4.81,1.6,2.46,338.77,2016-12-21 07:21:29
7017,4.02,0.78,2.24,338.83,2016-12-21 07:21:29
7018,4.22,0.15,1.38,338.83,2016-12-21 07:21:29
7019,3.37,-0.34,1.32,338.87,2016-12-21 07:21:30
7020,3.17,-0.78,0.85,338.81,2016-12-21 07:21:30
7021,3.11,-0.62,1.16,338.79,2016-12-21 07:21:30
7022,3.72,0.45,1.7,338.8,2016-12-21 07:21:30
7023,4.01,0.01,1.32,338.77,2016-12-21 07:21:31
7024,3.94,-0.21,1.64,338.75,2016-12-21 07:21:31
7025,3.61,-0.24,2.15,338.79,2016-12-21 07:21:31
7026,3.68,-1.02,1.23,338.78,2016-12-21 07:21:31
7027,3.64,-0.72,1.58,338.78,2016-12-21 07:21:32
7028,3.17,-0.45,1.4,338.78,2016-12-21 07:21:32
7029,3.19,-0.25,0.99,338.73,2016-12-21 07:21:32
7030,2.62,-0.66,1.0,338.75,2016-12-21 07:21:32
7031,3.42,0.26,1.32,338.69,2016-12-21 07:21:33
7032,3.69,1.15,1.27,338.75,2016-12-21 07:21:33
7033,3.06,1.22,2.08,338.71,2016-12-21 07:21:33
7034,3.24,-0.28,1.08,338.73,2016-12-21 07:21:33
7035,3.32,-0.82,1.16,338.77,2016-12-21 07:21:34
7036,2.84,-0.34,1.42,338.74,2016-12-21 07:21:34
7037,3.01,-0.45,1.43,338.74,2016-12-21 07:21:34
7038,3.34,-0.69,1.21,338.74,2016-12-21 07:21:34
7039,3.32,-0.26,1.34,338.78,2016-12-21 07:21:35
7040,3.75,-0.11,1.54,338.72,2016-12-21 07:21:35
7041,3.44,0.35,0.99,338.7,2016-12-21 07:21:35
7042,3.89,-0.63,1.02,338.71,2016-12-21 07:21:35
7043,2.93,0.31,1.42,338.75,2016-12-21 07:21:36
7044,2.71,-0.11,1.24,338.74,2016-12-21 07:21:36
7045,2.64,0.6,1.14,338.76,2016-12-21 07:21:36
7046,3.15,-0.14,2.08,338.71,2016-12-21 07:21:36
7047,3.29,-0.97,1.35,338.78,2016-12-21 07:21:37
7048,2.73,-1.28,1.19,338.74,2016-12-21 07:21:37
7049,2.19,-0.52,1.32,338.73,2016-12-21 07:21:37
7050,2.17,-0.56,0.38,338.72,2016-12-21 07:21:37
7051,2.21,-0.54,0.92,338.74,2016-12-21 07:21:38
7052,2.4,-0.48,1.12,338.72,2016-12-21 07:21:38
7053,2.78,-0.82,1.82,338.77,2016-12-21 07:21:38
7054,2.53,-0.36,1.22,338.71,2016-12-21 07:21:38
7055,2.52,-0.1,1.74,338.72,2016-12-21 07:21:39
7056,2.24,-0.07,1.53,338.72,2016-12-21 07:21:39
7057,2.31,-0.62,0.97,338.73,2016-12-21 07:21:39
7058,2.61,0.27,1.36,338.72,2016-12-21 07:21:39
7059,2.45,0.55,1.84,338.73,2016-12-21 07:21:40
7060,2.56,0.5,1.46,338.68,2016-12-21 07:21:40
7061,2.26,0.4,1.82,338.75,2016-12-21 07:21:40
7062,3.01,-0.32,1.82,338.73,2016-12-21 07:21:40
7063,2.76,-0.84,1.69,338.72,2016-12-21 07:21:41
7064,2.84,0.08,1.8,338.74,2016-12-21 07:21:41
7065,3.18,-0.1,1.63,338.69,2016-12-21 07:21:41
7066,2.74,0.08,1.9,338.69,2016-12-21 07:21:41
7067,2.72,0.54,2.14,338.75,2016-12-21 07:21:42
7068,2.58,-0.08,1.73,338.72,2016-12-21 07:21:42
7069,3.14,0.28,1.84,338.65,2016-12-21 07:21:42
7070,3.75,-0.04,1.36,338.69,2016-12-21 07:21:42
7071,3.84,0.28,1.3,338.67,2016-12-21 07:21:43
7072,3.82,-0.13,1.43,338.72,2016-12-21 07:21:43
7073,3.72,-0.01,1.3,338.71,2016-12-21 07:21:43
7074,2.95,0.14,1.48,338.69,2016-12-21 07:21:43
7075,3.83,0.96,1.13,338.71,2016-12-21 07:21:44
7076,2.65,0.73,2.45,338.75,2016-12-21 07:21:44
7077,4.12,1.74,2.56,338.71,2016-12-21 07:21:44
7078,2.98,0.96,3.38,338.83,2016-12-21 07:21:44
7079,2.53,1.05,2.09,338.77,2016-12-21 07:21:45
7080,3.35,0.91,1.64,338.71,2016-12-21 07:21:45
7081,3.64,0.29,0.96,338.72,2016-12-21 07:21:45
7082,3.8,-0.94,1.41,338.83,2016-12-21 07:21:45
7083,3.51,-0.34,2.19,338.78,2016-12-21 07:21:46
7084,2.8,1.36,2.38,338.79,2016-12-21 07:21:46
7085,3.95,0.28,1.58,338.72,2016-12-21 07:21:46
7086,3.84,0.93,1.9,338.72,2016-12-21 07:21:46
7087,4.38,0.33,1.38,338.7,2016-12-21 07:21:47
7088,3.66,0.99,1.89,338.8,2016-12-21 07:21:47
7089,3.71,0.55,1.86,338.75,2016-12-21 07:21:47
7090,3.73,-0.04,1.95,338.73,2016-12-21 07:21:47
7091,3.96,0.16,1.98,338.71,2016-12-21 07:21:48
7092,3.77,-0.41,2.35,338.7,2016-12-21 07:21:48
7093,4.28,-0.87,1.73,338.7,2016-12-21 07:21:48
7094,4.17,-0.88,1.87,338.69,2016-12-21 07:21:48
7095,4.2,-0.55,1.81,338.68,2016-12-21 07:21:49
7096,4.17,-0.82,2.08,338.72,2016-12-21 07:21:49
7097,3.71,-0.9,1.98,338.83,2016-12-21 07:21:49
7098,3.51,-1.61,1.63,338.79,2016-12-21 07:21:49
7099,3.45,-1.43,1.1,338.75,2016-12-21 07:21:50
7100,4.03,-1.27,1.96,338.79,2016-12-21 07:21:50
7101,3.51,-0.95,2.09,338.78,2016-12-21 07:21:50
7102,3.81,-1.17,2.39,338.77,2016-12-21 07:21:50
7103,3.54,-1.01,1.8,338.82,2016-12-21 07:21:51
7104,2.53,-0.86,2.6,338.81,2016-12-21 07:21:51
7105,2.13,-1.64,2.24,338.73,2016-12-21 07:21:51
7106,2.23,-1.0,2.43,338.71,2016-12-21 07:21:51
7107,2.9,-1.43,2.0,338.74,2016-12-21 07:21:52
7108,3.25,-1.35,2.07,338.74,2016-12-21 07:21:52
7109,3.68,-0.41,0.64,338.71,2016-12-21 07:21:52
7110,3.56,0.09,1.16,338.68,2016-12-21 07:21:52
7111,3.18,-0.21,1.95,338.76,2016-12-21 07:21:53
7112,2.75,-0.6,1.15,338.73,2016-12-21 07:21:53
7113,2.95,-1.31,1.44,338.75,2016-12-21 07:21:53
7114,2.53,-1.21,2.55,338.74,2016-12-21 07:21:53
7115,2.46,-0.4,2.46,338.65,2016-12-21 07:21:54
7116,3.31,-1.07,2.02,338.76,2016-12-21 07:21:54
7117,3.24,-0.65,1.89,338.76,2016-12-21 07:21:54
7118,3.35,-0.17,2.14,338.75,2016-12-21 07:21:54
7119,4.19,0.51,2.32,338.8,2016-12-21 07:21:55
7120,2.99,-0.13,2.25,338.85,2016-12-21 07:21:55
7121,3.39,-0.33,2.73,338.78,2016-12-21 07:21:55
7122,3.57,-0.6,2.83,338.76,2016-12-21 07:21:55
7123,2.79,-0.34,1.86,338.84,2016-12-21 07:21:56
7124,5.03,-0.96,2.33,338.85,2016-12-21 07:21:56
7125,4.17,-0.64,1.47,338.84,2016-12-21 07:21:56
7126,3.22,-0.98,2.66,338.81,2016-12-21 07:21:56
7127,3.52,-1.36,2.44,338.81,2016-12-21 07:21:57
7128,2.92,-0.5,2.65,338.82,2016-12-21 07:21:57
7129,2.57,-2.03,3.63,338.8,2016-12-21 07:21:57
7130,2.78,-3.58,1.97,338.79,2016-12-21 07:21:57
7131,2.3,-4.07,1.7,338.75,2016-12-21 07:21:58
7132,2.95,-3.55,1.26,338.84,2016-12-21 07:21:58
7133,2.87,-4.06,1.54,338.85,2016-12-21 07:21:58
7134,2.56,-4.34,1.3,338.82,2016-12-21 07:21:58
7135,2.14,-4.05,1.26,338.99,2016-12-21 07:21:59
7136,2.4,-4.21,1.13,338.91,2016-12-21 07:21:59
7137,2.87,-3.71,1.27,338.88,2016-12-21 07:21:59
7138,2.04,-4.27,0.98,338.88,2016-12-21 07:21:59
7139,0.08,-3.18,1.0,338.85,2016-12-21 07:22:00
7140,1.85,-3.1,0.59,338.83,2016-12-21 07:22:00
7141,1.93,-3.59,0.78,338.89,2016-12-21 07:22:00
7142,1.61,-3.12,1.05,338.91,2016-12-21 07:22:00
7143,1.28,-1.85,1.3,338.85,2016-12-21 07:22:01
7144,1.88,-2.27,1.41,338.84,2016-12-21 07:22:01
7145,2.58,-2.23,1.31,338.91,2016-12-21 07:22:01
7146,2.5,-2.33,1.27,338.9,2016-12-21 07:22:01
7147,2.78,-2.67,1.0,338.86,2016-12-21 07:22:02
7148,2.74,-2.78,-0.14,338.9,2016-12-21 07:22:02
7149,2.49,-2.6,0.8,338.82,2016-12-21 07:22:02
7150,1.68,-3.54,0.8,338.88,2016-12-21 07:22:02
7151,1.41,-3.51,2.35,338.94,2016-12-21 07:22:03
7152,-0.99,-3.15,2.25,338.83,2016-12-21 07:22:03
7153,0.41,-2.52,0.81,338.8,2016-12-21 07:22:03
7154,1.51,-2.16,0.63,338.83,2016-12-21 07:22:03
7155,-0.05,-3.68,2.22,338.84,2016-12-21 07:22:04
7156,-2.34,-3.98,2.18,338.71,2016-12-21 07:22:04
7157,-0.71,-4.43,1.46,338.72,2016-12-21 07:22:04
7158,0.1,-2.9,2.47,338.85,2016-12-21 07:22:04
7159,-0.15,-3.32,1.44,338.84,2016-12-21 07:22:05
7160,-2.05,-1.78,1.34,338.82,2016-12-21 07:22:05
7161,0.5,-2.7,0.86,338.8,2016-12-21 07:22:05
7162,-1.24,-1.93,1.3,338.79,2016-12-21 07:22:05
7163,-2.08,-0.78,0.45,338.78,2016-12-21 07:22:06
7164,-0.98,-1.13,0.76,338.75,2016-12-21 07:22:06
7165,-0.9,-2.31,1.22,338.78,2016-12-21 07:22:06
7166,-0.48,-1.39,1.05,338.82,2016-12-21 07:22:06
7167,-0.71,-2.09,0.38,338.8,2016-12-21 07:22:07
7168,-1.45,-1.75,1.2,338.73,2016-12-21 07:22:07
7169,-0.2,-1.96,0.68,338.8,2016-12-21 07:22:07
7170,-0.85,-0.21,1.01,338.8,2016-12-21 07:22:07
7171,0.13,-1.2,1.45,338.74,2016-12-21 07:22:08
7172,-1.03,-1.3,0.98,338.75,2016-12-21 07:22:08
7173,-0.87,-0.71,1.34,338.7,2016-12-21 07:22:08
7174,-0.93,-1.57,1.0,338.72,2016-12-21 07:22:08
7175,0.36,-1.97,1.95,338.71,2016-12-21 07:22:09
7176,-1.54,-1.4,1.39,338.76,2016-12-21 07:22:09
7177,-0.11,-1.78,0.25,338.77,2016-12-21 07:22:09
7178,-1.88,-0.56,1.55,338.78,2016-12-21 07:22:09
7179,0.58,-1.43,1.24,338.79,2016-12-21 07:22:10
7180,0.95,-1.25,1.55,338.78,2016-12-21 07:22:10
7181,-0.3,-2.23,1.82,338.8,2016-12-21 07:22:10
7182,-0.25,-3.27,2.51,338.74,2016-12-21 07:22:10
7183,0.92,-2.92,2.21,338.77,2016-12-21 07:22:11
7184,-1.12,-2.01,1.84,338.66,2016-12-21 07:22:11
7185,-1.28,-1.29,2.1,338.77,2016-12-21 07:22:11
7186,0.58,-3.26,1.68,338.76,2016-12-21 07:22:11
7187,-1.05,-2.32,1.05,338.81,2016-12-21 07:22:12
7188,-0.52,-3.17,2.12,338.8,2016-12-21 07:22:12
7189,-1.02,-0.85,1.51,338.72,2016-12-21 07:22:12
7190,-0.55,-1.36,1.52,338.77,2016-12-21 07:22:12
7191,-0.68,-2.53,1.44,338.82,2016-12-21 07:22:13
7192,-0.88,-1.21,0.94,338.76,2016-12-21 07:22:13
7193,0.28,-1.38,1.63,338.78,2016-12-21 07:22:13
7194,-0.71,-1.74,1.55,338.72,2016-12-21 07:22:13
7195,0.9,-2.26,1.36,338.67,2016-12-21 07:22:14
7196,0.36,-1.33,1.63,338.65,2016-12-21 07:22:14
7197,2.15,-0.94,1.87,338.77,2016-12-21 07:22:14
7198,1.54,1.1,2.24,338.74,2016-12-21 07:22:14
7199,2.36,0.38,2.53,338.79,2016-12-21 07:22:15
7200,2.9,0.29,1.78,338.8,2016-12-21 07:22:15
7201,3.0,0.15,1.99,338.82,2016-12-21 07:22:15
7202,2.97,-0.18,1.44,338.78,2016-12-21 07:22:15
7203,1.23,-0.67,1.31,338.81,2016-12-21 07:22:16
7204,1.73,0.24,2.35,338.77,2016-12-21 07:22:16
7205,2.42,0.8,1.72,338.77,2016-12-21 07:22:16
7206,2.6,1.05,1.95,338.72,2016-12-21 07:22:16
7207,3.92,0.15,0.81,338.77,2016-12-21 07:22:17
7208,3.5,-0.38,2.21,338.76,2016-12-21 07:22:17
7209,3.27,-1.39,0.17,338.77,2016-12-21 07:22:17
7210,3.32,-0.82,1.17,338.79,2016-12-21 07:22:17
7211,2.63,-1.31,0.4,338.81,2016-12-21 07:22:18
7212,1.79,-0.32,1.4,338.78,2016-12-21 07:22:18
7213,2.28,-1.27,0.76,338.77,2016-12-21 07:22:18
7214,2.91,-0.87,0.64,338.78,2016-12-21 07:22:18
7215,3.1,-0.04,0.7,338.81,2016-12-21 07:22:19
7216,2.37,0.27,0.62,338.85,2016-12-21 07:22:19
7217,2.63,0.32,0.6,338.79,2016-12-21 07:22:19
7218,2.67,0.16,0.39,338.78,2016-12-21 07:22:19
7219,2.26,-0.2,0.75,338.77,2016-12-21 07:22:20
7220,1.91,-0.19,0.93,338.79,2016-12-21 07:22:20
7221,2.02,-0.22,1.73,338.8,2016-12-21 07:22:20
7222,1.63,-0.53,1.01,338.77,2016-12-21 07:22:20
7223,2.19,-0.05,0.68,338.77,2016-12-21 07:22:21
7224,2.04,-0.17,0.84,338.8,2016-12-21 07:22:21
7225,2.52,-1.19,0.77,338.83,2016-12-21 07:22:21
7226,2.08,-1.85,0.9,338.8,2016-12-21 07:22:21
7227,1.52,-1.41,0.99,338.85,2016-12-21 07:22:22
